signal_date,stock_code,stock_name,policy_key,policy_label_ko,relationship_group,dashboard_rank,dashboard_score_v2,entry_1500,fill_pass,color_path,color_path_emoji,color_path_label_ko,pattern_short_label,d1_color,d1_color_emoji,d1_color_name_ko,d1_color_hex,d2_color,d2_color_emoji,d2_color_name_ko,d2_color_hex,d3_color,d3_color_emoji,d3_color_name_ko,d3_color_hex,d4_color,d4_color_emoji,d4_color_name_ko,d4_color_hex,d5_color,d5_color_emoji,d5_color_name_ko,d5_color_hex,d5_first_touch_result,outcome_ko,first_touch_result,first_touch_ko,mfe_d5_pct,mae_d5_pct,green_count,yellow_count,orange_count,red_count,gray_count,chart_path,chart_path_exists
2026-04-15,1440,대한전선,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,2,,,Y,Y-R-Y-G-O,🟡-🔴-🟡-🟢-🟠,회복-약세-회복-완전강세-실패,약세→회복→강세,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,4.6398,-5.9829,1,2,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r2_001440.png,True
2026-04-15,50890,쏠리드,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,3,,,Y,O-G-Y-O-Y,🟠-🟢-🟡-🟠-🟡,실패-완전강세-회복-실패-회복,혼합 흐름,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,4.1368,-11.7485,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r3_050890.png,True
2026-04-15,11930,신성이엔지,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,4,,,Y,G-O-O-G-G,🟢-🟠-🟠-🟢-🟢,완전강세-실패-실패-완전강세-완전강세,강세 지속,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,G,🟢,완전강세,#D1F5DD,profit_first,익절 먼저,profit_first,익절 먼저,19.0419,-6.7784,3,0,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r4_011930.png,True
2026-04-15,46970,우리로,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,5,,,Y,X-O-O-O-O,⚪-🟠-🟠-🟠-🟠,보합/부족-실패-실패-실패-실패,실패 반복,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,14.5686,-29.2786,0,0,4,0,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r5_046970.png,True
2026-04-15,100790,미래에셋벤처투자,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,6,,,Y,O-Y-O-Y-Y,🟠-🟡-🟠-🟡-🟡,실패-회복-실패-회복-회복,혼합 흐름,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,56.2897,-4.1931,0,3,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r6_100790.png,True
2026-04-15,6360,GS건설,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,7,,,Y,O-R-R-G-R,🟠-🔴-🔴-🟢-🔴,실패-약세-약세-완전강세-약세,실패→약세,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,loss_first,손실 먼저,loss_first,손실 먼저,8.8127,-7.4663,1,0,1,3,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r7_006360.png,True
2026-04-15,27360,아주IB투자,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,8,,,Y,O-Y-Y-X-G,🟠-🟡-🟡-⚪-🟢,실패-회복-회복-보합/부족-완전강세,회복→강세,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,X,⚪,보합/부족,#E8ECF0,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,27.9668,-11.2033,1,2,1,0,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r8_027360.png,True
2026-04-15,6340,대원전선,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,9,,,Y,Y-O-Y-O-Y,🟡-🟠-🟡-🟠-🟡,회복-실패-회복-실패-회복,혼합 흐름,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,5.9816,-6.2883,0,3,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r9_006340.png,True
2026-04-15,32820,우리기술,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,10,,,Y,G-O-Y-O-R,🟢-🟠-🟡-🟠-🔴,완전강세-실패-회복-실패-약세,실패→약세,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,16.8591,-0.2309,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r10_032820.png,True
2026-04-15,64260,다날,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,11,,,Y,Y-O-O-O-R,🟡-🟠-🟠-🟠-🔴,회복-실패-실패-실패-약세,실패→약세,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,5.8096,-7.1693,0,1,3,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r11_064260.png,True
2026-04-15,158430,아톤,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,12,,,Y,G-O-G-O-R,🟢-🟠-🟢-🟠-🔴,완전강세-실패-완전강세-실패-약세,실패→약세,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,profit_first,익절 먼저,profit_first,익절 먼저,33.7647,-3.7647,2,0,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r12_158430.png,True
2026-04-15,49080,기가레인,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,13,,,Y,O-Y-Y-O-O,🟠-🟡-🟡-🟠-🟠,실패-회복-회복-실패-실패,실패 반복,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,1.6447,-42.7632,0,2,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r13_049080.png,True
2026-04-15,62970,한국첨단소재,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,14,,,Y,O-O-O-O-O,🟠-🟠-🟠-🟠-🟠,실패-실패-실패-실패-실패,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,8.4682,-27.0237,0,0,5,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r14_062970.png,True
2026-04-15,54920,한컴위드,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,15,,,Y,G-O-G-R-Y,🟢-🟠-🟢-🔴-🟡,완전강세-실패-완전강세-약세-회복,실패→약세,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,25.6693,-4.8819,2,1,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r15_054920.png,True
2026-04-15,215790,이노인스트루먼트,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,16,,,Y,O-O-O-O-O,🟠-🟠-🟠-🟠-🟠,실패-실패-실패-실패-실패,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,same_bar_both,동일봉 양쪽,same_bar_both,동일봉 양쪽,18.8304,-51.1111,0,0,5,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r16_215790.png,True
2026-04-15,5880,대한해운,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,17,,,Y,G-O-O-Y-Y,🟢-🟠-🟠-🟡-🟡,완전강세-실패-실패-회복-회복,혼합 흐름,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,18.8785,-1.4953,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r17_005880.png,True
2026-04-15,417840,저스템,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,18,,,Y,Y-R-O-G-G,🟡-🔴-🟠-🟢-🟢,회복-약세-실패-완전강세-완전강세,회복→강세,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,G,🟢,완전강세,#D1F5DD,profit_first,익절 먼저,profit_first,익절 먼저,33.2639,-1.4055,2,1,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r18_417840.png,True
2026-04-15,37030,파워넷,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,19,,,Y,O-O-O-O-Y,🟠-🟠-🟠-🟠-🟡,실패-실패-실패-실패-회복,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,0.7067,-26.0306,0,1,4,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r19_037030.png,True
2026-04-15,125020,티씨머티리얼즈,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,20,,,Y,O-O-O-Y-Y,🟠-🟠-🟠-🟡-🟡,실패-실패-실패-회복-회복,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,2.5478,-11.3057,0,2,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r20_125020.png,True
2026-04-15,452190,한빛레이저,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,21,,,Y,Y-R-Y-O-G,🟡-🔴-🟡-🟠-🟢,회복-약세-회복-실패-완전강세,약세→회복→강세,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,profit_first,익절 먼저,profit_first,익절 먼저,47.9087,-0.3802,1,2,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r21_452190.png,True
2026-04-15,3280,흥아해운,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,22,,,Y,O-O-G-O-O,🟠-🟠-🟢-🟠-🟠,실패-실패-완전강세-실패-실패,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,7.5988,-7.9027,1,0,4,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r22_003280.png,True
2026-04-15,24840,KBI메탈,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,23,,,N,X-X-X-X-X,⚪-⚪-⚪-⚪-⚪,보합/부족-보합/부족-보합/부족-보합/부족-보합/부족,데이터 대기,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,X,⚪,보합/부족,#E8ECF0,missing,데이터 부족,missing,데이터 부족,,,0,0,0,0,5,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r23_024840.png,True
2026-04-15,109070,주성코퍼레이션,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,24,,,Y,R-Y-O-O-Y,🔴-🟡-🟠-🟠-🟡,약세-회복-실패-실패-회복,혼합 흐름,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,-1.9694,-30.4158,0,2,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r24_109070.png,True
2026-04-15,18880,한온시스템,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,25,,,Y,Y-G-O-G-O,🟡-🟢-🟠-🟢-🟠,회복-완전강세-실패-완전강세-실패,회복→강세,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,profit_first,익절 먼저,profit_first,익절 먼저,8.8779,-2.836,2,1,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r25_018880.png,True
2026-04-15,203650,드림시큐리티,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,26,,,Y,G-R-G-O-Y,🟢-🔴-🟢-🟠-🟡,완전강세-약세-완전강세-실패-회복,혼합 흐름,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,profit_first,익절 먼저,profit_first,익절 먼저,57.1429,-3.8462,2,1,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r26_203650.png,True
2026-04-15,95910,에스에너지,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,27,,,Y,O-X-O-Y-O,🟠-⚪-🟠-🟡-🟠,실패-보합/부족-실패-회복-실패,실패 반복,O,🟠,실패,#FFE1BD,X,⚪,보합/부족,#E8ECF0,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,-0.716,-11.9332,0,1,3,0,1,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260415_r27_095910.png,True
2026-04-16,47040,대우건설,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,1,,,Y,Y-O-G-R-Y,🟡-🟠-🟢-🔴-🟡,회복-실패-완전강세-약세-회복,회복→강세,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,25.913,-5.7391,1,2,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r1_047040.png,True
2026-04-16,32820,우리기술,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,2,,,Y,O-Y-O-R-G,🟠-🟡-🟠-🔴-🟢,실패-회복-실패-약세-완전강세,회복→강세,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,7.1895,-5.8824,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r2_032820.png,True
2026-04-16,1440,대한전선,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,3,,,Y,R-Y-G-O-O,🔴-🟡-🟢-🟠-🟠,약세-회복-완전강세-실패-실패,약세→회복→강세,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,4.6539,-8.1146,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r3_001440.png,True
2026-04-16,11930,신성이엔지,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,4,,,Y,O-O-G-G-O,🟠-🟠-🟢-🟢-🟠,실패-실패-완전강세-완전강세-실패,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,5.3302,-9.803,2,0,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r4_011930.png,True
2026-04-16,5880,대한해운,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,5,,,Y,O-O-Y-Y-O,🟠-🟠-🟡-🟡-🟠,실패-실패-회복-회복-실패,실패 반복,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,2.6132,-9.2334,0,2,3,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r5_005880.png,True
2026-04-16,158430,아톤,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,6,,,Y,O-G-O-R-Y,🟠-🟢-🟠-🔴-🟡,실패-완전강세-실패-약세-회복,실패→약세,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,15.674,-14.5246,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r6_158430.png,True
2026-04-16,388050,지투파워,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,7,,,Y,O-O-Y-R-Y,🟠-🟠-🟡-🔴-🟡,실패-실패-회복-약세-회복,실패→약세,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,loss_first,손실 먼저,loss_first,손실 먼저,0.066,-10.363,0,2,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r7_388050.png,True
2026-04-16,66310,큐에스아이,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,8,,,Y,R-Y-O-R-O,🔴-🟡-🟠-🔴-🟠,약세-회복-실패-약세-실패,실패→약세,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,-1.9182,-29.3286,0,1,2,2,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r8_066310.png,True
2026-04-16,452190,한빛레이저,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,9,,,Y,R-Y-O-G-R,🔴-🟡-🟠-🟢-🔴,약세-회복-실패-완전강세-약세,약세→회복→강세,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,loss_first,손실 먼저,loss_first,손실 먼저,13.4111,-10.4956,1,1,1,2,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r9_452190.png,True
2026-04-16,417840,저스템,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,10,,,Y,R-O-G-G-O,🔴-🟠-🟢-🟢-🟠,약세-실패-완전강세-완전강세-실패,혼합 흐름,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,19.1806,-5.6797,2,0,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r10_417840.png,True
2026-04-16,6340,대원전선,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,11,,,Y,O-Y-O-Y-G,🟠-🟡-🟠-🟡-🟢,실패-회복-실패-회복-완전강세,회복→강세,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,29.9689,-5.1242,1,2,2,0,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r11_006340.png,True
2026-04-16,294630,서남,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,12,,,Y,R-O-O-Y-G,🔴-🟠-🟠-🟡-🟢,약세-실패-실패-회복-완전강세,약세→회복→강세,R,🔴,약세,#FFD1D1,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,-0.1776,-21.5808,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r12_294630.png,True
2026-04-16,54920,한컴위드,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,13,,,Y,O-G-R-Y-G,🟠-🟢-🔴-🟡-🟢,실패-완전강세-약세-회복-완전강세,약세→회복→강세,O,🟠,실패,#FFE1BD,G,🟢,완전강세,#D1F5DD,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,G,🟢,완전강세,#D1F5DD,loss_first,손실 먼저,loss_first,손실 먼저,18.927,-9.9851,2,1,1,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r13_054920.png,True
2026-04-16,203650,드림시큐리티,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,14,,,Y,R-G-O-Y-O,🔴-🟢-🟠-🟡-🟠,약세-완전강세-실패-회복-실패,혼합 흐름,R,🔴,약세,#FFD1D1,G,🟢,완전강세,#D1F5DD,O,🟠,실패,#FFE1BD,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,loss_first,손실 먼저,loss_first,손실 먼저,21.0155,-25.952,1,1,2,1,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r14_203650.png,True
2026-04-16,9200,무림페이퍼,D0_POOL_ALL_RECENT_1M,최근 한 달 D0 후보 전체,D0_POOL,15,,,Y,R-Y-O-O-R,🔴-🟡-🟠-🟠-🔴,약세-회복-실패-실패-약세,실패→약세,R,🔴,약세,#FFD1D1,Y,🟡,회복,#FFF5C2,O,🟠,실패,#FFE1BD,O,🟠,실패,#FFE1BD,R,🔴,약세,#FFD1D1,loss_first,손실 먼저,loss_first,손실 먼저,-1.4199,-15.4158,0,1,2,2,0,C:\Coding\data\closingbell\research_index\prev_close_color_review_20260515\charts_recent_1m\D0_POOL_ALL_RECENT_1M\20260416_r15_009200.png,True
